GeoFIPS,GeoName,Region,ComponentName,Line,Description,2014,2015,2016
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,252955,263739,270232
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,90489,97768,101374
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,30172,33499,34010
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,23366,25331,26657
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,25377,26736,28110
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,11575,12202,12597
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,162466,165971,168858
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,57606,59513,61096
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,21617,22264,22506
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,19261,14730,13083
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,63982,69464,72172
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,464498,497415,526305
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),462923,495618,524250
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,134441,143616,153021
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,119741,129058,135580
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,17702,19199,20898
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,22991,24584,26164
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,57523,62129,65020
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,52077,56056,58905
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,58448,60976,64663
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),1575,1796,2055
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,45641,48659,51642
12000,Florida,5,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,44067,46862,49587
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,329721,342419,357332
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,120606,122644,124724
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,37415,40230,42126
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,13732,14968,15545
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,9267,9798,10323
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,8626,9363,9810
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,5789,6101,6449
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,83192,82414,82598
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,27492,27732,27803
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,11271,11615,11863
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,12714,9703,8440
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,31714,33363,34493
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,209114,219775,232607
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),206748,217380,229864
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,57646,60758,64348
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,49334,53064,56555
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,7041,7432,7880
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,11032,11132,11615
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,22442,23175,24294
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),20,  Financial services and insurance,23801,25517,26798
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),21,  Other services,35451,36302,38374
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),22, Final consumption expenditures of nonprofit institutions serving households (NPISHs),2366,2396,2743
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),23, Gross output of nonprofit institutions,29038,31025,33290
13000,Georgia,5,Total personal consumption expenditures (PCE) by state (millions of dollars),24, Less: Receipts from sales of goods and services by nonprofit institutions,26672,28629,30547
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),1,Personal consumption expenditures,58878,61317,64460
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),2, Goods,19447,19868,20623
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),3,  Durable goods,6195,6493,6746
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),4,   Motor vehicles and parts,1626,1746,1776
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),5,   Furnishings and durable household equipment,1335,1409,1474
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),6,   Recreational goods and vehicles,2197,2283,2369
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),7,   Other durable goods,1038,1056,1127
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),8,  Nondurable goods,13252,13375,13877
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),9,   Food and beverages purchased for off-premises consumption,5134,5217,5405
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),10,   Clothing and footwear,1266,1271,1301
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),11,   Gasoline and other energy goods,1039,799,746
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),12,   Other nondurable goods,5812,6087,6424
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),13, Services,39431,41448,43837
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),14,  Household consumption expenditures (for services),37124,39048,41193
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),15,  Housing and utilities,12241,12555,13060
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),16,  Health care,8558,9169,9858
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),17,  Transportation services,1578,1640,1774
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),18,  Recreation services,1937,1960,1973
15000,Hawaii,8,Total personal consumption expenditures (PCE) by state (millions of dollars),19,  Food services and accommodations,2939,3121,3299
