GeoFIPS,GeoName,Region,Table,LineCode,IndustryClassification,Description,2014,2015,2016
94000,Plains,4,SA4,38,...,    Employer contributions for government social insurance,37209841,38620786,39226793
94000,Plains,4,SA4,42,...,  Plus: Adjustment for residence 6/,-6045590,-6480075,-6654257
94000,Plains,4,SA4,45,...,  Equals: Net earnings by place of residence,624141740,639368062,647557670
94000,Plains,4,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",179729809,187839941,189394323
94000,Plains,4,SA4,47,...,  Plus: Personal current transfer receipts,159869507,166900833,171561295
94000,Plains,4,SA4,50,...,  Wages and salaries,490618039,512293062,522621273
94000,Plains,4,SA4,60,...,  Supplements to wages and salaries,116351859,119340506,123055829
94000,Plains,4,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,79142018,80719720,83829036
94000,Plains,4,SA4,62,...,    Employer contributions for government social insurance,37209841,38620786,39226793
94000,Plains,4,SA4,70,...,  Proprietors' income 9/,101915339,96064260,92315204
94000,Plains,4,SA4,71,...,    Farm proprietors' income,22379083,16604138,12390608
94000,Plains,4,SA4,72,...,    Nonfarm proprietors' income,79536256,79460122,79924596
94000,Plains,4,SA4,7010,...,Total employment,13627985,13796416,13924355
94000,Plains,4,SA4,7020,...,  Wage and salary employment,10734424,10875716,10949243
94000,Plains,4,SA4,7040,...,  Proprietors employment,2893561,2920700,2975112
95000,Southeast,5,SA4,10,...,Personal income (thousands of dollars),3320968980,3501150321,3591918052
95000,Southeast,5,SA4,11,...,  Nonfarm personal income 1/,3302547277,3485795595,3581098984
95000,Southeast,5,SA4,12,...,  Farm income 2/,18421703,15354726,10819068
95000,Southeast,5,SA4,20,...,Population (persons) 3/,81312813,82092717,82883735
95000,Southeast,5,SA4,30,...,Per capita personal income (dollars) 4/,40842,42649,43337
95000,Southeast,5,SA4,35,...,  Earnings by place of work,2228388320,2335629749,2405368977
95000,Southeast,5,SA4,36,...,  Less: Contributions for government social insurance 5/,255340985,267480816,276279649
95000,Southeast,5,SA4,37,...,    Employee and self-employed contributions for government social insurance,136984792,144054107,150428475
95000,Southeast,5,SA4,38,...,    Employer contributions for government social insurance,118356193,123426709,125851174
95000,Southeast,5,SA4,42,...,  Plus: Adjustment for residence 6/,25025859,25485697,26683675
95000,Southeast,5,SA4,45,...,  Equals: Net earnings by place of residence,1998073194,2093634630,2155773003
95000,Southeast,5,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",663013632,711126079,718110527
95000,Southeast,5,SA4,47,...,  Plus: Personal current transfer receipts,659882154,696389612,718034522
95000,Southeast,5,SA4,50,...,  Wages and salaries,1612208330,1695449188,1753424475
95000,Southeast,5,SA4,60,...,  Supplements to wages and salaries,378797980,395882716,403507596
95000,Southeast,5,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,260441787,272456007,277656422
95000,Southeast,5,SA4,62,...,    Employer contributions for government social insurance,118356193,123426709,125851174
95000,Southeast,5,SA4,70,...,  Proprietors' income 9/,237382010,244297845,248436906
95000,Southeast,5,SA4,71,...,    Farm proprietors' income,14086792,11193706,6253873
95000,Southeast,5,SA4,72,...,    Nonfarm proprietors' income,223295218,233104139,242183033
95000,Southeast,5,SA4,7010,...,Total employment,45224250,46309698,47202542
95000,Southeast,5,SA4,7020,...,  Wage and salary employment,35026839,35823973,36474186
95000,Southeast,5,SA4,7040,...,  Proprietors employment,10197411,10485725,10728356
96000,Southwest,6,SA4,10,...,Personal income (thousands of dollars),1743669781,1805564422,1816997833
96000,Southwest,6,SA4,11,...,  Nonfarm personal income 1/,1734199399,1795205929,1811056531
96000,Southwest,6,SA4,12,...,  Farm income 2/,9470382,10358493,5941302
96000,Southwest,6,SA4,20,...,Population (persons) 3/,39625267,40234946,40798243
96000,Southwest,6,SA4,30,...,Per capita personal income (dollars) 4/,44004,44876,44536
96000,Southwest,6,SA4,35,...,  Earnings by place of work,1290558100,1324918428,1324659766
96000,Southwest,6,SA4,36,...,  Less: Contributions for government social insurance 5/,128947126,134289274,137778741
96000,Southwest,6,SA4,37,...,    Employee and self-employed contributions for government social insurance,68116751,70749517,72811063
96000,Southwest,6,SA4,38,...,    Employer contributions for government social insurance,60830375,63539757,64967678
96000,Southwest,6,SA4,42,...,  Plus: Adjustment for residence 6/,607436,668205,1034508
96000,Southwest,6,SA4,45,...,  Equals: Net earnings by place of residence,1162218410,1191297359,1187915533
96000,Southwest,6,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",300912795,316618019,319842231
96000,Southwest,6,SA4,47,...,  Plus: Personal current transfer receipts,280538576,297649044,309240069
96000,Southwest,6,SA4,50,...,  Wages and salaries,873427430,910612948,923233397
96000,Southwest,6,SA4,60,...,  Supplements to wages and salaries,187458257,198838099,202269574
96000,Southwest,6,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,126627882,135298342,137301896
96000,Southwest,6,SA4,62,...,    Employer contributions for government social insurance,60830375,63539757,64967678
96000,Southwest,6,SA4,70,...,  Proprietors' income 9/,229672413,215467381,199156795
96000,Southwest,6,SA4,71,...,    Farm proprietors' income,6715129,7633376,3278489
96000,Southwest,6,SA4,72,...,    Nonfarm proprietors' income,222957284,207834005,195878306
96000,Southwest,6,SA4,7010,...,Total employment,22816445,23349430,23664118
96000,Southwest,6,SA4,7020,...,  Wage and salary employment,17254907,17630690,17825990
96000,Southwest,6,SA4,7040,...,  Proprietors employment,5561538,5718740,5838128
97000,Rocky Mountain,7,SA4,10,...,Personal income (thousands of dollars),513397510,542453905,556451281
97000,Rocky Mountain,7,SA4,11,...,  Nonfarm personal income 1/,508184531,537368368,552923545
97000,Rocky Mountain,7,SA4,12,...,  Farm income 2/,5212979,5085537,3527736
97000,Rocky Mountain,7,SA4,20,...,Population (persons) 3/,11531525,11710907,11902923
97000,Rocky Mountain,7,SA4,30,...,Per capita personal income (dollars) 4/,44521,46320,46749
97000,Rocky Mountain,7,SA4,35,...,  Earnings by place of work,371472996,389399841,400388770
97000,Rocky Mountain,7,SA4,36,...,  Less: Contributions for government social insurance 5/,41551002,43545714,45071202
97000,Rocky Mountain,7,SA4,37,...,    Employee and self-employed contributions for government social insurance,21076516,22252557,23158420
97000,Rocky Mountain,7,SA4,38,...,    Employer contributions for government social insurance,20474486,21293157,21912782
97000,Rocky Mountain,7,SA4,42,...,  Plus: Adjustment for residence 6/,1543122,1542961,1541175
97000,Rocky Mountain,7,SA4,45,...,  Equals: Net earnings by place of residence,331465116,347397088,356858743
97000,Rocky Mountain,7,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",109778603,117997685,119436071
97000,Rocky Mountain,7,SA4,47,...,  Plus: Personal current transfer receipts,72153791,77059132,80156467
97000,Rocky Mountain,7,SA4,50,...,  Wages and salaries,258728916,272688213,282361800
97000,Rocky Mountain,7,SA4,60,...,  Supplements to wages and salaries,59604022,61639196,64418574
97000,Rocky Mountain,7,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,39129536,40346039,42505792
97000,Rocky Mountain,7,SA4,62,...,    Employer contributions for government social insurance,20474486,21293157,21912782
97000,Rocky Mountain,7,SA4,70,...,  Proprietors' income 9/,53140058,55072432,53608396
97000,Rocky Mountain,7,SA4,71,...,    Farm proprietors' income,3336949,3500985,1667321
97000,Rocky Mountain,7,SA4,72,...,    Nonfarm proprietors' income,49803109,51571447,51941075
97000,Rocky Mountain,7,SA4,7010,...,Total employment,7254496,7456734,7622064
97000,Rocky Mountain,7,SA4,7020,...,  Wage and salary employment,5439178,5588509,5711233
97000,Rocky Mountain,7,SA4,7040,...,  Proprietors employment,1815318,1868225,1910831
98000,Far West,8,SA4,10,...,Personal income (thousands of dollars),2732550722,2927727800,3037622148
98000,Far West,8,SA4,11,...,  Nonfarm personal income 1/,2708535039,2902899925,3015935881
98000,Far West,8,SA4,12,...,  Farm income 2/,24015683,24827875,21686267
98000,Far West,8,SA4,20,...,Population (persons) 3/,54689444,55225488,55741991
98000,Far West,8,SA4,30,...,Per capita personal income (dollars) 4/,49965,53014,54494
98000,Far West,8,SA4,35,...,  Earnings by place of work,1950839375,2073843771,2166274061
98000,Far West,8,SA4,36,...,  Less: Contributions for government social insurance 5/,210629737,222981267,232540129
98000,Far West,8,SA4,37,...,    Employee and self-employed contributions for government social insurance,111258955,117841292,123816538
98000,Far West,8,SA4,38,...,    Employer contributions for government social insurance,99370782,105139975,108723591
98000,Far West,8,SA4,42,...,  Plus: Adjustment for residence 6/,-2873959,-3037317,-3154589
98000,Far West,8,SA4,45,...,  Equals: Net earnings by place of residence,1737335679,1847825187,1930579343
98000,Far West,8,SA4,46,...,"  Plus: Dividends, interest, and rent 7/",569525464,625378478,636503574
98000,Far West,8,SA4,47,...,  Plus: Personal current transfer receipts,425689579,454524135,470539231
98000,Far West,8,SA4,50,...,  Wages and salaries,1370298550,1467420372,1537377343
98000,Far West,8,SA4,60,...,  Supplements to wages and salaries,334911839,350888543,362137834
98000,Far West,8,SA4,61,...,    Employer contributions for employee pension and insurance funds 8/,235541057,245748568,253414243
98000,Far West,8,SA4,62,...,    Employer contributions for government social insurance,99370782,105139975,108723591
98000,Far West,8,SA4,70,...,  Proprietors' income 9/,245628986,255534856,266758884
98000,Far West,8,SA4,71,...,    Farm proprietors' income,15208561,16078504,12501345
98000,Far West,8,SA4,72,...,    Nonfarm proprietors' income,230420425,239456352,254257539
98000,Far West,8,SA4,7010,...,Total employment,31389989,32322704,33116117
98000,Far West,8,SA4,7020,...,  Wage and salary employment,24114819,24792004,25388192
98000,Far West,8,SA4,7040,...,  Proprietors employment,7275170,7530700,7727925
Note: See the included footnote file.,,,,,,,,,
SA4: Personal Income and Employment by Major Component,,,,,,,,,
"Last updated: September 26, 2017-- revised estimates for 2014-2016.",,,,,,,,,
Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Income Division,,,,,,,,,
